memory_matrix_accuracy,memory_matrix_avg_time,pattern_sequence_accuracy,pattern_sequence_avg_time,multi_switch_accuracy,switch_cost_ms,dual_task_memory_accuracy,dual_task_math_accuracy,cpt_accuracy,cpt_false_positives,keep_track_accuracy,operation_span_processing_accuracy,operation_span_storage_accuracy,find_the_box_accuracy,color_number_accuracy,color_number_false_clicks,rule_discovery_accuracy,average_rule_guesses,average_discovery_time_ms,overall_score,behavior_profile
82.53,1303.32,77.85,1430.69,84.82,336.2,87.64,78.64,85.84,0,88.73,74.88,81.36,100.0,81.76,1,93.81,2.86,5651.39,85.32,Efficient
65.92,1534.31,76.39,1458.8,70.02,352.74,64.49,67.77,72.28,9,71.73,69.23,73.97,93.66,60.28,4,84.32,3.65,6503.48,69.34,Inconsistent
49.86,985.53,52.33,1136.6,54.17,453.42,57.45,57.61,56.11,7,63.17,51.65,67.86,65.26,64.67,6,51.8,3.55,5419.37,64.21,Impulsive
84.99,2151.96,79.6,2100.84,100.0,532.01,81.33,81.94,77.35,0,75.02,77.2,88.28,86.03,91.79,0,75.01,3.01,6155.67,81.85,Careful
100.0,1453.68,86.98,1868.32,91.78,297.23,86.75,99.33,100.0,0,100.0,83.81,88.6,100.0,100.0,0,81.84,2.59,3606.26,93.17,Careful
84.32,1660.29,89.28,2010.4,79.1,461.15,60.85,67.75,84.7,4,83.28,87.27,100.0,83.46,80.95,0,84.82,2.84,5176.91,80.01,Careful
41.61,2282.51,38.34,1753.71,51.51,790.38,46.1,33.43,39.65,5,60.81,36.27,50.16,38.13,35.54,2,38.69,4.32,7394.41,40.53,Inconsistent
54.6,1848.21,62.69,1876.07,54.86,516.88,47.5,64.75,64.16,1,52.1,57.24,58.32,61.1,73.31,3,54.62,3.82,6381.95,58.81,Inconsistent
78.65,1669.21,89.73,1922.04,85.23,638.31,73.41,73.6,71.82,1,71.62,72.28,65.82,74.01,80.31,2,73.84,2.84,5412.44,73.85,Careful
47.72,1199.24,44.92,940.99,36.1,516.35,31.69,42.74,40.35,9,35.86,20.0,29.91,44.36,27.24,7,42.79,4.04,7849.31,35.17,Impulsive
50.35,1303.6,55.08,1232.63,42.57,397.85,50.62,41.17,54.36,11,44.85,58.52,37.81,47.08,61.55,6,65.93,4.08,5926.8,49.48,Impulsive
44.81,1438.12,45.03,1256.65,43.23,457.08,41.35,40.97,35.67,11,27.41,59.5,41.84,38.03,35.13,8,50.98,4.79,8107.78,40.57,Impulsive
93.3,1218.53,81.72,1373.74,78.44,418.24,89.39,81.46,97.27,0,88.32,89.63,89.65,92.56,93.67,0,88.25,2.12,4091.36,87.7,Efficient
87.77,2206.89,100.0,1926.25,95.7,611.07,89.69,91.02,94.32,2,100.0,87.06,91.27,93.82,100.0,1,100.0,2.74,4669.62,99.04,Careful
34.37,1477.72,45.86,1101.23,44.11,388.33,40.33,54.67,52.46,11,48.53,41.24,41.31,46.73,42.72,11,46.32,4.7,6617.94,45.82,Impulsive
67.49,1277.88,78.36,1156.36,70.6,630.78,66.44,77.97,77.98,3,72.09,65.71,74.4,70.37,70.31,1,67.63,2.76,6359.88,73.02,Inconsistent
43.3,1565.45,43.34,1700.16,42.25,689.15,39.99,37.62,46.1,6,26.52,33.56,42.18,51.12,36.13,2,36.55,3.79,7229.65,36.48,Inconsistent
88.64,1845.12,100.0,2065.04,95.52,610.68,100.0,92.24,87.87,2,85.36,75.48,88.02,99.41,95.04,2,90.44,2.29,5641.07,83.87,Careful
49.83,2123.09,45.83,1670.43,46.15,588.31,51.56,33.67,50.3,6,46.89,40.19,46.86,46.72,24.82,4,58.18,4.06,7114.88,46.61,Inconsistent
84.72,1736.56,83.37,1747.54,100.0,522.79,90.52,84.41,87.9,2,99.66,100.0,82.3,88.49,89.55,0,79.95,2.52,5710.96,87.63,Careful
61.85,1336.73,67.76,1344.39,49.3,426.13,56.94,62.28,60.1,8,48.54,64.49,59.3,59.94,57.14,8,30.28,4.31,5810.06,56.65,Impulsive
53.65,1891.42,50.34,2013.59,57.32,602.45,58.71,58.13,53.65,1,46.74,60.88,55.65,62.66,61.87,0,42.75,3.87,6811.84,55.29,Inconsistent
93.39,780.73,91.48,953.94,92.15,189.69,84.38,100.0,86.28,1,93.21,100.0,94.57,86.98,84.02,0,92.74,2.45,5854.68,90.12,Efficient
88.1,1561.77,100.0,1329.74,94.52,428.81,100.0,90.99,88.98,2,93.42,100.0,91.12,88.32,96.53,0,99.78,2.02,4300.39,90.54,Efficient
84.75,2448.39,79.72,2146.11,79.87,731.6,86.21,86.57,86.62,7,88.04,85.1,93.67,77.56,82.7,5,77.33,4.07,5833.75,82.86,Inconsistent
97.39,1226.55,86.94,1320.06,100.0,287.37,94.92,92.32,90.43,2,99.78,99.24,87.5,86.3,100.0,1,100.0,2.87,4102.11,92.01,Efficient
91.44,984.45,88.19,1141.34,92.25,386.1,85.71,88.38,77.21,4,90.32,74.53,90.31,81.03,87.51,0,75.97,2.23,4797.47,82.74,Efficient
76.77,1417.25,89.56,1750.44,91.75,378.62,100.0,77.04,92.08,0,95.43,91.86,79.65,79.18,88.48,0,88.51,2.84,5488.32,88.27,Efficient
58.66,1542.26,60.69,1221.0,60.46,563.98,68.13,51.27,67.32,9,58.58,63.47,61.77,68.36,63.4,7,76.53,4.08,5335.6,59.81,Impulsive
62.73,2234.56,54.56,1509.45,57.84,723.61,51.94,72.52,58.1,9,62.46,48.79,51.33,59.18,58.69,6,63.39,3.52,6648.16,58.56,Inconsistent
38.97,1252.75,66.17,849.61,56.92,506.0,40.01,67.55,43.42,3,46.48,38.62,47.82,48.57,55.63,5,70.94,3.89,6368.4,49.03,Inconsistent
81.08,1608.8,83.73,1627.33,88.67,609.52,87.2,82.52,77.79,3,93.12,82.41,86.47,79.09,78.89,2,88.98,2.34,5539.77,83.64,Careful
63.01,1206.12,60.31,1385.49,65.19,475.52,45.11,63.05,51.02,9,57.54,53.31,46.91,55.41,53.53,6,33.74,4.21,6508.13,54.25,Impulsive
71.73,1043.06,62.41,1604.05,66.27,571.92,60.27,62.54,67.17,6,64.69,62.54,58.22,84.3,64.61,5,71.58,3.75,3899.89,64.9,Inconsistent
76.91,1951.29,76.06,2283.31,75.47,488.16,75.47,81.29,85.33,0,97.09,72.35,84.2,83.32,76.35,1,69.75,2.5,5692.21,81.25,Careful
91.56,1572.98,84.84,1938.02,96.19,361.35,97.45,100.0,91.4,1,87.99,82.37,83.69,91.31,93.7,0,100.0,2.9,5654.08,91.43,Careful
71.3,1615.9,77.67,1638.4,81.4,622.11,69.98,67.78,68.46,2,81.19,69.93,66.46,63.56,64.49,3,69.24,3.53,6150.05,72.63,Inconsistent
91.88,1292.91,93.03,1651.2,89.7,410.4,80.17,81.53,77.1,0,90.75,100.0,89.02,83.67,89.96,3,88.53,2.51,6339.33,85.76,Efficient
93.63,1909.79,89.54,1960.46,83.77,459.5,77.87,78.52,90.26,0,83.46,56.35,100.0,82.47,83.76,1,90.79,3.37,5193.42,83.58,Careful
83.73,1399.77,75.76,1841.57,84.55,375.38,58.22,85.01,87.7,2,82.54,74.11,99.08,92.68,79.18,2,81.08,2.72,4786.5,85.55,Careful
60.3,2111.93,50.75,1804.85,52.07,702.34,49.11,46.74,53.28,2,57.44,64.76,45.16,54.45,64.12,3,44.09,4.24,6441.16,56.36,Inconsistent
95.78,2102.41,97.63,1555.12,100.0,467.6,85.77,86.0,96.02,1,92.69,78.17,96.26,78.44,85.69,3,100.0,2.23,4731.69,95.97,Careful
60.73,1862.19,40.44,2015.24,55.9,710.1,58.67,57.91,53.01,1,49.56,60.4,57.02,39.18,52.57,2,54.83,3.2,5805.32,54.55,Inconsistent
80.11,1528.53,83.61,2001.22,78.65,723.26,78.94,69.07,84.33,5,66.45,77.19,80.98,86.45,85.75,4,87.58,3.34,5033.5,77.23,Inconsistent
79.44,1965.18,79.12,1702.58,85.36,495.84,95.11,89.53,75.93,4,81.59,82.38,77.2,68.59,70.97,0,87.69,2.82,6893.1,81.2,Careful
100.0,1367.07,81.35,1287.07,94.06,337.2,89.02,98.48,100.0,0,94.64,92.46,99.64,79.52,100.0,0,100.0,1.7,5232.66,93.33,Efficient
91.2,1135.72,99.49,1186.16,79.43,571.7,84.05,87.08,92.12,1,88.19,86.91,75.53,78.86,89.47,3,83.3,3.19,5727.67,84.97,Efficient
57.82,1030.68,54.17,583.76,66.16,200.54,61.65,59.08,62.65,7,58.0,83.3,59.08,59.43,44.18,8,52.97,3.81,6016.04,54.8,Impulsive
73.27,2116.41,74.53,2014.96,83.94,630.3,97.3,83.22,76.77,1,75.37,85.29,68.14,66.95,83.58,1,89.97,2.8,5668.63,88.89,Careful
61.0,1542.98,67.04,1427.54,70.42,502.13,76.72,87.76,68.82,3,61.09,56.81,59.14,60.18,43.17,6,60.29,3.64,5866.75,58.62,Inconsistent
64.04,1705.62,67.57,1578.79,50.36,343.59,65.39,57.1,53.88,11,69.73,54.33,58.39,57.54,62.25,8,70.01,4.33,5946.52,60.79,Impulsive
81.53,958.91,73.55,979.24,89.06,400.66,83.89,67.75,83.52,0,79.52,99.34,73.11,75.2,95.61,0,98.94,2.58,6225.37,82.36,Efficient
64.54,1888.07,55.83,1902.43,62.29,777.01,69.63,77.63,70.82,3,46.7,72.63,63.03,71.12,67.39,4,65.76,3.61,6293.59,60.64,Inconsistent
44.42,1505.54,63.85,1420.65,59.07,605.7,56.95,46.91,58.36,6,68.78,51.47,53.2,43.92,46.69,6,42.77,3.53,6500.9,49.23,Inconsistent
66.19,896.42,82.27,783.25,79.21,379.33,67.21,88.2,66.01,10,71.18,76.61,70.71,96.35,61.41,10,86.04,4.22,5766.29,76.62,Impulsive
60.88,1562.39,61.53,1926.18,57.7,526.7,45.36,65.29,50.4,3,63.06,64.15,48.98,53.25,75.08,6,57.39,3.33,6422.08,56.57,Inconsistent
86.69,1471.5,87.9,1280.16,95.3,169.48,89.33,88.6,74.3,4,93.18,82.37,85.38,74.57,100.0,2,62.48,1.83,5164.18,86.13,Efficient
87.71,2163.75,86.57,2525.29,91.18,546.98,71.96,92.48,100.0,0,87.21,87.23,94.14,100.0,95.99,1,68.79,2.14,6033.44,86.82,Careful
65.22,1623.62,58.13,1354.47,64.07,689.39,69.09,66.07,51.08,3,58.37,67.63,63.48,60.77,46.19,0,53.75,3.22,6090.41,59.35,Inconsistent
71.7,1112.92,80.86,1301.88,59.85,393.17,68.88,74.68,77.04,10,84.23,56.96,62.88,68.07,58.71,6,83.69,3.21,5130.24,67.17,Impulsive
83.39,1792.41,81.62,1646.59,77.02,716.41,75.29,85.73,83.73,4,96.15,89.63,89.41,81.34,86.32,4,90.54,2.46,3887.65,85.34,Inconsistent
93.56,1840.44,86.53,1809.42,87.58,570.4,91.1,92.37,87.34,5,92.42,79.49,70.4,98.88,75.98,4,79.47,3.06,5442.52,85.82,Inconsistent
79.03,1887.62,84.12,1966.55,78.19,515.86,93.11,94.8,97.29,0,82.26,84.73,98.66,85.9,84.25,1,96.41,2.85,5231.24,89.79,Careful
58.5,2318.38,49.55,2410.69,50.39,928.34,50.16,63.43,44.67,3,61.17,58.0,54.68,51.68,59.16,5,51.3,3.65,6171.28,50.0,Inconsistent
48.12,1931.37,59.55,1967.82,45.0,651.61,46.02,50.86,50.78,8,52.86,67.52,53.47,31.76,53.39,8,51.12,3.81,5841.38,58.09,Inconsistent
68.04,1195.53,46.54,1221.49,76.67,557.5,64.36,68.15,65.14,9,66.9,78.77,69.24,85.54,73.6,6,74.88,3.69,5666.02,69.76,Impulsive
100.0,878.34,96.4,972.4,87.53,281.2,78.71,76.88,85.31,3,82.29,82.02,85.17,86.96,91.66,1,76.64,1.99,5581.01,88.37,Efficient
46.68,2056.51,40.39,1818.13,54.41,613.64,50.53,43.59,39.07,0,36.96,44.25,38.62,44.14,44.73,0,37.69,4.77,6802.21,44.57,Inconsistent
55.71,1613.29,57.29,1326.78,51.96,595.69,45.24,41.73,57.76,5,55.05,57.83,47.55,55.0,54.81,2,65.69,4.52,6146.87,57.13,Inconsistent
100.0,899.26,100.0,857.97,100.0,359.49,100.0,100.0,100.0,3,100.0,97.09,89.79,100.0,95.27,4,95.51,2.51,4586.33,98.87,Efficient
45.12,1390.27,60.39,1545.1,47.34,644.2,58.48,63.33,55.54,3,62.3,44.45,52.42,47.9,47.8,3,38.88,3.46,6031.64,50.98,Inconsistent
57.89,1352.36,79.43,1283.25,56.02,633.57,54.61,62.16,59.04,9,63.7,64.9,65.53,62.66,58.04,9,69.44,4.22,6629.55,64.44,Impulsive
95.44,1322.13,97.59,1107.66,98.99,311.49,91.94,85.03,89.58,4,91.97,84.45,99.59,93.57,81.79,4,100.0,3.05,5969.29,95.95,Efficient
50.43,1460.92,54.98,1401.57,53.28,375.47,43.33,60.41,52.49,12,58.81,42.59,45.81,48.78,53.86,6,50.98,4.54,6319.27,53.26,Impulsive
81.4,1528.45,84.81,1651.3,85.19,499.49,88.28,78.85,83.94,7,89.5,67.53,71.68,64.54,85.0,4,62.93,2.44,5309.8,79.42,Inconsistent
81.99,2063.3,84.14,1996.49,81.6,557.74,90.5,89.81,92.4,0,90.12,85.18,83.38,89.74,84.58,3,86.52,2.25,5564.52,85.3,Careful
83.83,1380.28,94.73,1439.4,79.37,435.65,90.45,93.19,93.57,1,79.36,100.0,91.75,89.4,78.8,3,81.96,2.45,5266.41,90.35,Efficient
82.99,1831.52,83.33,1824.49,82.03,437.58,98.32,87.63,84.56,0,88.56,93.05,84.95,94.92,77.53,0,98.24,2.3,5626.74,84.82,Careful
79.23,1318.47,73.49,782.33,77.94,312.87,86.65,63.38,88.07,0,82.22,78.2,86.57,81.99,75.24,2,72.13,2.88,4911.58,76.86,Efficient
75.0,1205.13,69.65,1093.87,84.54,329.31,65.51,85.85,89.58,0,97.15,70.74,84.14,74.91,89.21,1,82.95,2.93,5317.35,79.47,Efficient
47.61,1056.1,58.41,1292.07,38.34,376.92,39.1,55.82,46.99,9,41.45,51.24,43.32,40.12,39.9,10,49.72,4.67,6722.44,42.19,Impulsive
56.0,1859.22,59.98,2151.58,61.83,512.12,61.45,55.46,65.81,5,52.06,50.87,54.12,60.28,61.43,1,52.91,3.42,6748.85,59.58,Inconsistent
73.03,2110.46,82.91,1534.18,91.34,586.9,80.17,71.3,69.51,3,90.22,74.8,76.39,98.54,85.7,0,88.62,3.24,6318.3,79.97,Careful
51.5,921.14,68.78,1361.39,58.92,301.24,65.73,56.04,61.84,10,46.36,56.37,47.41,50.85,54.7,5,45.75,4.16,6735.46,52.95,Impulsive
88.25,1288.16,85.9,1202.43,81.85,424.27,78.11,89.74,79.66,1,100.0,97.19,74.18,91.92,96.0,2,81.62,2.63,5117.5,88.46,Efficient
97.14,2252.47,100.0,2208.72,93.88,461.7,90.06,97.23,95.01,1,92.73,95.86,90.97,90.6,88.33,2,100.0,2.67,5017.31,95.96,Careful
51.3,1220.71,60.56,1169.49,56.44,311.68,56.54,55.87,51.89,10,25.21,66.17,48.33,51.96,52.13,8,46.83,4.51,5556.06,49.77,Impulsive
95.89,1066.44,100.0,1397.35,100.0,384.12,99.19,89.06,99.05,0,86.25,100.0,84.78,98.1,94.6,3,90.87,2.38,5451.47,92.01,Efficient
39.87,924.86,38.54,1011.29,42.69,426.66,53.15,59.82,41.19,10,37.53,41.94,36.56,25.72,38.04,11,48.15,4.14,7039.64,41.31,Impulsive
65.89,1859.6,67.19,1310.97,54.68,692.83,58.06,58.38,71.94,5,69.32,72.24,52.64,55.49,72.66,6,42.35,4.67,4393.78,64.13,Inconsistent
90.42,2195.16,100.0,1689.36,99.03,397.41,95.87,97.85,93.31,0,99.78,98.9,100.0,100.0,100.0,1,100.0,2.75,4400.37,100.0,Careful
100.0,1420.21,90.61,1268.71,100.0,407.89,77.69,87.63,95.05,2,98.24,92.4,89.89,100.0,89.5,0,84.68,2.57,4101.59,93.72,Efficient
100.0,1264.13,92.78,1392.34,87.04,358.7,99.19,73.01,82.49,3,87.61,79.82,95.67,95.4,100.0,1,84.05,3.17,4731.87,86.23,Efficient
56.47,1329.26,60.45,928.19,43.14,348.1,52.58,42.84,55.12,8,68.4,49.33,64.44,81.61,70.45,7,60.02,4.23,5752.76,59.22,Impulsive
63.62,1074.57,63.25,1572.49,60.39,340.88,49.51,59.52,49.61,3,37.76,62.21,59.22,49.94,40.39,1,44.91,3.2,6945.89,52.78,Inconsistent
37.21,1653.74,34.85,1712.66,42.42,490.12,52.22,42.67,28.92,12,26.96,34.84,35.89,24.26,44.59,7,28.26,4.82,6623.76,32.81,Impulsive
53.48,2347.2,45.81,2342.03,52.22,878.94,51.14,54.03,52.96,3,69.38,58.48,42.14,56.64,55.74,5,66.81,3.71,6078.58,53.19,Inconsistent
82.9,1409.84,86.3,1388.77,74.33,281.29,85.71,86.22,76.66,0,87.58,84.69,84.91,96.14,83.79,1,74.5,3.23,6043.82,83.77,Efficient
65.4,1441.32,59.03,1485.84,55.32,518.03,65.15,66.43,69.17,2,72.98,70.04,66.48,61.22,75.55,2,67.62,3.08,6251.73,66.88,Inconsistent
96.27,1746.54,94.73,1815.19,96.06,411.76,96.63,100.0,100.0,3,88.12,94.58,100.0,90.68,81.26,1,83.56,3.07,4404.92,92.71,Careful
66.62,1499.99,78.19,1634.49,57.92,373.06,50.68,71.41,68.78,8,58.79,55.93,85.05,73.31,69.77,9,89.37,3.73,6341.67,64.87,Impulsive
83.09,1185.12,75.07,1329.09,92.11,381.08,91.82,77.56,63.88,3,85.52,89.58,85.59,84.58,83.51,1,78.46,2.79,5671.47,79.97,Efficient
94.35,1172.64,59.21,1396.01,82.63,371.39,81.46,90.49,72.93,3,79.62,81.02,88.97,85.65,72.48,0,82.68,2.41,5079.37,79.93,Efficient
36.97,1103.2,41.58,1464.99,40.76,642.38,39.75,46.56,32.54,7,46.6,44.52,39.79,34.91,41.69,8,45.41,4.47,7129.85,38.55,Impulsive
85.96,1887.82,70.54,2054.85,75.47,505.46,77.2,83.58,81.12,1,80.75,100.0,78.03,93.26,80.95,1,62.53,2.62,6121.46,79.29,Careful
45.36,1461.49,52.5,1777.75,34.8,677.23,43.91,59.23,42.83,8,46.87,36.98,62.2,47.22,34.87,5,54.75,4.07,5619.6,45.01,Inconsistent
82.04,1211.99,100.0,1044.73,84.17,392.91,77.71,80.73,75.25,1,82.98,99.09,86.97,91.51,77.0,1,82.45,2.66,6106.92,84.03,Efficient
81.97,1681.68,90.73,1607.05,73.56,480.64,81.51,75.54,81.58,3,95.21,80.31,90.95,97.35,84.99,0,94.15,2.33,4816.64,87.98,Careful
78.84,1717.08,95.62,1740.86,93.47,438.56,83.68,91.23,95.51,0,97.07,83.44,76.05,77.42,85.47,1,100.0,2.11,5901.6,88.33,Careful
55.49,1341.55,40.27,1384.4,50.88,484.07,57.44,50.39,53.29,7,57.3,55.7,47.41,55.53,53.05,5,70.86,4.09,6636.48,58.97,Impulsive
41.65,1204.62,35.65,1139.76,29.76,460.67,31.86,45.8,49.46,10,65.58,45.1,35.19,45.2,51.06,6,54.7,3.42,7948.61,44.16,Impulsive
100.0,1875.49,99.01,2034.02,93.84,699.13,88.45,100.0,100.0,0,96.04,100.0,100.0,97.52,89.46,1,83.62,1.94,4957.32,96.12,Careful
73.75,1316.01,87.84,1369.74,79.75,464.95,88.74,80.46,85.71,0,77.72,92.89,83.9,73.9,85.09,0,80.38,3.1,5787.13,79.2,Efficient
42.13,1781.44,41.07,1582.75,47.86,631.94,46.82,49.88,39.28,9,61.51,40.74,38.42,53.06,50.72,10,37.7,4.79,7406.35,47.37,Inconsistent
86.22,886.28,80.09,1313.49,85.63,411.47,80.27,100.0,89.22,2,85.63,95.61,100.0,88.36,82.7,0,88.21,3.56,4303.41,85.89,Efficient
45.56,1535.45,42.06,1897.72,50.14,490.46,38.38,29.83,44.24,8,42.39,45.35,31.26,55.7,47.06,3,38.79,4.83,6909.41,47.35,Inconsistent
47.18,1338.53,35.47,1352.73,61.84,474.69,42.72,39.1,32.5,9,37.72,38.52,46.59,35.74,43.97,8,40.89,4.58,7145.2,43.0,Impulsive
98.14,1742.03,93.27,1952.49,84.01,694.89,77.41,88.69,92.36,5,87.12,86.51,87.7,71.03,87.16,5,92.58,2.86,3773.07,87.57,Inconsistent
57.71,1692.57,53.83,1552.94,50.73,643.42,65.9,47.11,56.57,9,58.91,54.06,60.32,78.6,57.11,7,54.17,3.15,5178.31,53.13,Inconsistent
86.09,1746.93,76.23,1785.8,86.4,445.07,82.93,68.26,73.18,0,83.72,84.39,81.89,91.33,76.77,0,71.78,1.75,5557.0,77.49,Careful
89.43,2165.19,84.75,1851.36,96.61,411.75,100.0,100.0,100.0,0,91.42,99.13,100.0,84.63,90.11,1,93.22,2.18,4598.5,95.4,Careful
84.33,1652.63,79.89,1572.38,83.5,512.25,79.53,77.09,79.12,2,71.6,74.79,80.04,80.19,85.12,3,78.01,2.5,4922.12,83.08,Inconsistent
89.5,1539.19,100.0,1332.57,77.98,507.95,88.51,86.47,88.85,4,89.83,97.4,88.95,98.49,87.34,1,85.13,2.86,4968.37,89.13,Careful
79.45,1882.44,92.58,1782.76,88.85,845.29,81.31,58.68,76.29,4,81.05,78.5,80.49,82.17,75.96,1,80.16,3.64,4704.32,82.57,Inconsistent
84.85,1198.2,93.16,1399.32,87.31,424.62,79.77,84.85,85.11,0,81.34,90.34,88.79,74.19,73.7,0,90.73,3.4,5538.19,83.62,Efficient
79.98,2135.47,66.9,2419.76,94.81,568.2,91.04,88.26,91.76,2,93.47,88.13,84.55,83.24,89.95,4,99.15,3.37,6316.32,85.17,Careful
59.36,1617.36,44.32,1401.45,52.81,366.57,29.8,52.19,42.67,7,46.05,49.83,35.91,74.36,44.36,3,54.66,3.92,7640.06,46.05,Impulsive
72.02,1303.41,77.51,1631.01,67.13,483.8,74.83,88.97,72.74,7,61.01,68.27,75.55,65.22,62.76,4,58.17,3.13,5979.05,66.23,Inconsistent
70.16,1313.18,79.53,727.45,71.99,529.53,80.09,68.48,73.15,9,79.4,74.95,60.58,75.82,69.53,5,86.58,3.66,4572.54,77.17,Impulsive
43.48,1763.2,37.68,1564.02,55.23,569.1,50.69,42.56,44.03,5,51.65,42.15,49.61,55.36,39.61,4,58.36,3.72,7177.55,44.73,Inconsistent
68.87,1503.43,71.17,1651.32,58.11,375.34,79.64,70.33,67.48,1,78.85,60.65,71.6,63.17,61.25,0,89.32,3.09,4941.17,69.87,Efficient
71.27,1056.31,73.43,1491.66,61.04,535.47,65.02,78.54,71.99,7,76.01,69.1,77.99,71.88,65.35,6,76.25,3.54,5591.39,74.53,Impulsive
99.95,1426.76,84.68,1759.1,97.32,551.62,100.0,100.0,98.58,0,99.85,100.0,100.0,74.58,94.98,0,96.04,1.94,4514.48,98.95,Careful
81.67,1714.5,71.13,1646.36,80.64,563.46,77.87,69.22,74.88,5,77.65,75.08,92.73,79.45,76.0,5,74.3,2.79,5649.34,75.79,Inconsistent
64.57,1828.88,73.7,1759.77,61.36,732.33,60.96,76.38,68.7,8,56.42,74.9,64.8,56.83,47.99,4,76.18,3.76,6941.0,68.48,Inconsistent
59.52,2203.32,42.25,2128.66,46.47,678.16,53.59,63.94,47.79,3,51.43,55.27,47.55,51.96,40.2,3,48.17,3.12,6309.92,49.29,Inconsistent
86.49,1745.7,75.85,1886.52,88.56,492.02,84.01,85.6,89.72,0,97.72,80.75,84.85,81.42,80.9,2,82.19,3.0,4780.54,88.14,Careful
57.37,2488.62,66.39,2817.68,71.84,787.59,45.15,74.61,60.7,2,64.82,77.23,69.44,60.31,57.46,1,57.69,3.66,5133.17,67.86,Inconsistent
79.27,1520.93,64.43,1686.73,73.5,451.27,76.29,82.82,76.56,1,78.12,72.43,83.6,85.64,85.45,1,82.34,3.37,5986.48,75.46,Careful
79.41,2087.56,91.83,2242.49,89.05,426.37,80.51,93.5,75.89,1,83.68,88.67,95.81,82.5,95.94,1,81.08,2.13,5573.16,84.27,Careful
75.15,2224.34,81.36,2099.17,98.39,597.69,91.56,81.63,92.98,0,83.81,86.67,79.45,88.7,96.71,3,84.27,2.91,5420.45,87.49,Careful
65.27,1375.12,63.49,1872.11,73.22,670.49,64.98,53.42,73.64,2,78.21,70.89,67.24,61.39,61.89,5,78.22,3.63,5652.11,65.55,Inconsistent
43.69,909.94,47.28,879.92,53.04,400.3,54.41,39.53,49.94,10,54.3,64.28,46.25,56.93,48.52,6,49.0,3.62,6515.8,50.25,Impulsive
23.64,975.14,25.71,1123.13,32.84,263.64,21.24,33.17,20.0,9,27.64,26.5,34.31,20.0,20.0,9,20.0,4.83,7601.64,21.25,Impulsive
30.84,1621.26,40.73,1266.94,38.75,675.44,37.62,32.1,44.07,6,27.24,20.0,28.32,30.9,40.87,4,25.84,5.33,8108.93,31.41,Inconsistent
89.38,1934.14,75.03,1609.93,88.16,469.51,89.8,87.69,83.53,0,87.76,94.86,85.76,99.17,82.92,2,78.85,1.97,5762.67,86.84,Careful
84.75,1439.71,96.95,1810.61,97.48,489.51,87.87,94.21,80.41,1,92.15,89.64,100.0,89.12,97.66,1,87.19,2.34,4974.11,88.04,Careful
96.82,1695.24,100.0,1484.5,99.83,248.9,100.0,76.88,98.04,1,99.43,93.65,77.42,95.04,89.85,1,100.0,2.3,5320.05,94.12,Careful
84.34,1620.01,90.05,2064.67,86.01,475.2,78.07,72.11,83.71,0,76.23,80.6,83.9,86.12,81.96,1,100.0,2.45,4814.86,88.67,Careful
77.47,2038.71,71.34,2216.67,63.55,565.43,59.6,67.9,65.81,10,75.48,58.56,82.16,76.19,64.36,4,82.17,2.97,5407.35,73.94,Inconsistent
84.65,1238.98,86.83,1394.23,96.21,332.7,90.31,78.18,84.72,2,94.74,78.04,87.02,87.58,84.56,2,100.0,2.43,5197.72,85.75,Efficient
100.0,2179.81,80.91,2236.5,88.89,511.72,100.0,99.24,85.53,0,91.5,89.73,91.97,84.12,89.0,2,75.33,2.74,4752.02,88.59,Careful
96.6,1878.88,97.37,1585.78,98.43,344.44,92.66,100.0,92.03,0,100.0,79.2,94.58,94.08,98.62,0,93.51,2.67,5413.24,92.09,Careful
76.51,1214.12,73.56,1440.22,74.2,537.42,56.21,68.92,68.39,6,81.47,69.94,67.67,77.71,60.91,3,72.29,2.78,5531.3,74.92,Inconsistent
52.58,1668.88,52.49,2081.98,30.98,690.2,34.64,54.99,43.41,6,45.1,51.26,56.53,49.96,39.32,3,35.22,4.41,6878.51,43.36,Inconsistent
49.71,942.07,50.16,923.46,69.83,285.78,61.68,44.84,62.6,6,78.17,56.05,53.87,63.85,67.25,7,66.59,3.57,6253.5,59.93,Impulsive
38.23,1696.01,35.42,1441.93,52.85,744.46,45.81,45.62,41.21,2,50.31,42.78,50.47,40.62,35.75,3,37.71,4.45,7115.56,41.71,Inconsistent
84.1,1929.25,86.46,1929.45,82.05,677.21,79.02,80.34,89.08,0,81.33,84.95,81.05,92.01,79.29,1,98.23,3.17,4505.62,85.87,Careful
85.41,1228.69,81.11,1152.69,94.81,319.45,90.28,83.79,81.92,1,83.36,91.9,100.0,87.07,82.1,3,100.0,2.0,5580.33,87.8,Efficient
86.48,1401.82,86.38,1304.63,98.07,155.88,87.9,80.52,98.24,5,83.75,91.57,95.21,91.31,71.46,0,94.8,2.14,5573.24,90.36,Efficient
78.55,1355.87,97.92,1110.75,84.67,259.33,91.45,82.05,91.79,2,100.0,90.58,85.88,87.7,77.81,3,100.0,2.2,5857.67,88.71,Efficient
53.71,1315.7,76.37,1291.85,52.14,633.67,58.62,39.33,48.25,4,57.71,53.15,53.3,52.66,53.78,0,39.86,3.29,7559.14,55.94,Inconsistent
85.41,1224.14,97.31,1499.3,92.98,358.27,86.67,82.87,94.71,2,86.9,78.26,96.37,82.39,95.15,0,65.57,2.8,5271.82,88.3,Efficient
